0.205391 0.205706 0.206775 0.206921 0.207687 0.207171 0.210094 0.218662 0.294059 0.554536 0.773533 0.837866 0.850563 0.849618 0.839091 0.778118 0.570399 0.300453 0.221077 0.210799 0.212248 0.227015 0.297079 0.476397 0.676990 0.771723 0.810145 0.820249 0.811463 0.773789 0.674359 0.471346 0.304720 0.254612 0.332952 0.538945 0.664678 0.634698 0.458464 0.271829 0.221571 0.214335 0.213449 0.212077 0.213030 0.214916 0.222378 0.234802 0.252914 0.263784 0.261307 0.243955 0.228518 0.217776 0.215269 0.214022 0.217231 0.223515 0.285529 0.503303 0.683927 0.694295 0.539029 0.301703 0.229736 0.229907 0.297346 0.524422 0.752996 0.827918 0.842075 0.830525 0.762083 0.539260 0.296587 0.223589 0.215083 0.211615 0.211267 0.208929 0.209564 0.208320 0.209405 0.208402 0.210324 0.216852 0.267330 0.449451 0.696956 0.805456 0.837106 0.843437 0.843062 0.830136 0.787622 0.650717 0.407047 0.254668 0.215890 0.208253 0.208518 0.207508 0.208801 0.207941 0.209045 0.207341 0.207907 0.206444 0.207429 0.205745 0.206682 0.204800 0.205539 0.203148 0.206444 0.216846 0.318613 0.623689 0.825258 0.851851 0.854005 0.852798 0.851963 0.825967 0.636775 0.329058 0.222143 0.207321 
0.204682 0.204792 0.205678 0.205609 0.207099 0.207332 0.208707 0.212007 0.239438 0.358643 0.592587 0.739133 0.789676 0.790074 0.744076 0.600867 0.369348 0.242505 0.214156 0.209184 0.209834 0.212474 0.228979 0.277726 0.375030 0.487893 0.579160 0.609745 0.576360 0.486274 0.377350 0.284031 0.239964 0.263534 0.459870 0.723639 0.815516 0.798236 0.643686 0.339082 0.229259 0.215715 0.213281 0.213318 0.219849 0.240832 0.291323 0.353976 0.398204 0.397841 0.353360 0.285060 0.238135 0.218294 0.214172 0.213281 0.215803 0.218676 0.237067 0.302036 0.399483 0.406282 0.317403 0.240675 0.223883 0.237819 0.364021 0.682023 0.831404 0.853254 0.856858 0.851681 0.828492 0.680588 0.356075 0.228401 0.212182 0.208203 0.209483 0.208511 0.209477 0.208373 0.208936 0.207906 0.209168 0.210708 0.225046 0.281712 0.433219 0.614609 0.711400 0.738088 0.733473 0.685995 0.561594 0.380261 0.262237 0.219282 0.209731 0.206645 0.207200 0.206448 0.207500 0.206752 0.208165 0.208578 0.211203 0.211152 0.212242 0.210524 0.210178 0.207239 0.207552 0.205205 0.207881 0.217162 0.316133 0.624900 0.821548 0.850535 0.854147 0.852793 0.850074 0.796898 0.540551 0.285928 0.215163 0.205542 
0.206062 0.206022 0.206889 0.207070 0.207293 0.207148 0.208066 0.209569 0.216161 0.244692 0.329527 0.454769 0.548171 0.546667 0.454554 0.331935 0.248027 0.217457 0.210556 0.209015 0.209013 0.209381 0.211934 0.219376 0.237799 0.269008 0.301498 0.314884 0.302349 0.271512 0.241188 0.225089 0.220975 0.264986 0.493211 0.755248 0.831794 0.818919 0.678523 0.356850 0.230325 0.215422 0.213965 0.220535 0.253044 0.355124 0.527692 0.671017 0.726895 0.723175 0.654116 0.492813 0.327955 0.242639 0.218045 0.213540 0.214152 0.215512 0.219059 0.226692 0.240515 0.241330 0.230076 0.220941 0.221891 0.242477 0.391290 0.725284 0.843797 0.857359 0.860968 0.856982 0.842025 0.723322 0.387777 0.235350 0.214262 0.210381 0.210607 0.209442 0.209788 0.209154 0.209640 0.209140 0.209239 0.209269 0.212128 0.223196 0.258094 0.319905 0.378214 0.406639 0.399682 0.358511 0.297573 0.243179 0.218180 0.209687 0.208087 0.207921 0.208384 0.208373 0.208943 0.209460 0.211563 0.215356 0.223139 0.231543 0.234948 0.229031 0.219957 0.212071 0.208174 0.205625 0.207168 0.214819 0.294731 0.579725 0.802490 0.848771 0.854690 0.852401 0.842109 0.751478 0.441298 0.251306 0.211426 0.205846 
0.205476 0.205343 0.205869 0.205837 0.206833 0.207196 0.207589 0.207637 0.209484 0.214240 0.227110 0.253402 0.279616 0.280168 0.255254 0.228647 0.215337 0.210193 0.208999 0.208549 0.208626 0.208507 0.209190 0.210285 0.213284 0.216408 0.219951 0.221692 0.221038 0.218712 0.217030 0.215167 0.217479 0.244155 0.394088 0.655990 0.765891 0.741017 0.565126 0.305695 0.225015 0.215247 0.216996 0.242851 0.361869 0.608926 0.773905 0.828369 0.842679 0.841590 0.823455 0.751561 0.555869 0.324393 0.233094 0.215045 0.213352 0.214260 0.216020 0.217292 0.218389 0.218019 0.218082 0.216075 0.218647 0.235602 0.360764 0.680468 0.830699 0.853593 0.857072 0.852612 0.832054 0.695920 0.366239 0.231064 0.212971 0.209492 0.210003 0.209496 0.209876 0.209336 0.209245 0.208728 0.208996 0.208771 0.209468 0.210784 0.215052 0.222244 0.232411 0.238327 0.236969 0.228455 0.219089 0.212736 0.209324 0.208067 0.207651 0.207107 0.207284 0.207351 0.208241 0.211060 0.223792 0.262150 0.327449 0.381780 0.398329 0.370778 0.311277 0.250232 0.219875 0.210007 0.208361 0.212546 0.259055 0.470673 0.748556 0.834765 0.847902 0.845062 0.814695 0.661029 0.349050 0.227757 0.208944 0.205212 
0.206712 0.206742 0.207071 0.207307 0.207081 0.206980 0.207339 0.207831 0.208009 0.208636 0.211214 0.213842 0.215593 0.215217 0.213359 0.211053 0.209286 0.208816 0.208635 0.208596 0.208613 0.208638 0.208519 0.208571 0.208665 0.209577 0.210927 0.211721 0.211958 0.211536 0.211329 0.212535 0.214628 0.223485 0.272467 0.405225 0.519504 0.486503 0.342791 0.243557 0.217104 0.214471 0.222832 0.295560 0.544799 0.775834 0.841139 0.851305 0.853027 0.853027 0.850415 0.835487 0.745192 0.480683 0.271317 0.218773 0.212729 0.212553 0.213499 0.214054 0.215066 0.215358 0.215632 0.215615 0.217163 0.225974 0.293508 0.522704 0.753489 0.829788 0.843681 0.834262 0.774074 0.569985 0.305113 0.223513 0.213475 0.211268 0.211166 0.210473 0.210343 0.210002 0.210121 0.209860 0.209529 0.209210 0.209024 0.209172 0.209951 0.211482 0.212982 0.214630 0.215566 0.215418 0.214080 0.211805 0.210092 0.208486 0.208213 0.208484 0.208762 0.209274 0.211747 0.225444 0.287277 0.449852 0.631540 0.715149 0.731144 0.702515 0.596619 0.406131 0.266329 0.219135 0.209060 0.210270 0.228022 0.337260 0.607372 0.770314 0.813227 0.802048 0.713006 0.481060 0.270431 0.214946 0.207638 0.206493 
0.205990 0.206093 0.206021 0.206090 0.206605 0.207027 0.206951 0.206817 0.207132 0.207540 0.206966 0.207188 0.208002 0.208592 0.208251 0.208100 0.208131 0.207970 0.208054 0.208218 0.208311 0.208450 0.208720 0.208962 0.209321 0.209378 0.209162 0.209434 0.210009 0.211251 0.212631 0.213420 0.214522 0.217008 0.225140 0.248831 0.274423 0.266379 0.235949 0.219576 0.213853 0.215127 0.232058 0.359546 0.684263 0.829946 0.852426 0.856114 0.856168 0.856237 0.855535 0.850738 0.815701 0.632213 0.323410 0.223875 0.212996 0.211578 0.213028 0.213638 0.214182 0.214235 0.214380 0.213946 0.213999 0.217894 0.240662 0.331721 0.523634 0.680622 0.727692 0.699756 0.570467 0.362193 0.245139 0.216412 0.211571 0.210762 0.210486 0.210520 0.210383 0.210198 0.209702 0.209436 0.209357 0.209216 0.209147 0.209001 0.209185 0.210602 0.215185 0.223338 0.233995 0.241109 0.240132 0.232098 0.221434 0.214188 0.209919 0.208127 0.207801 0.208815 0.215434 0.262687 0.450138 0.702131 0.810492 0.838348 0.843530 0.834889 0.798210 0.668040 0.408293 0.251456 0.214577 0.209894 0.214292 0.246338 0.369339 0.553798 0.645343 0.615934 0.467985 0.296210 0.224938 0.209908 0.207060 0.206309 
0.207136 0.207507 0.207083 0.207636 0.206708 0.206931 0.206618 0.207449 0.206892 0.207577 0.208725 0.210436 0.210126 0.210155 0.209135 0.208716 0.207553 0.208205 0.207776 0.208422 0.208100 0.208794 0.208291 0.208954 0.208504 0.209465 0.209699 0.210792 0.210683 0.211355 0.210938 0.212493 0.212865 0.214401 0.215337 0.217857 0.218184 0.218024 0.215123 0.213496 0.211069 0.214514 0.241692 0.408407 0.738621 0.842686 0.852074 0.854347 0.853530 0.854091 0.853886 0.852066 0.833389 0.696350 0.355858 0.228158 0.212241 0.210340 0.211128 0.212062 0.213509 0.215723 0.216787 0.217807 0.216985 0.216792 0.219847 0.240135 0.291823 0.359376 0.393250 0.373138 0.308034 0.246642 0.219961 0.213941 0.212206 0.212293 0.211542 0.211576 0.210733 0.210939 0.210427 0.210668 0.209739 0.209899 0.209163 0.210114 0.212472 0.224356 0.258169 0.322354 0.382767 0.417275 0.412846 0.374621 0.310401 0.250709 0.220081 0.212023 0.209245 0.212158 0.225564 0.332811 0.637474 0.811815 0.847593 0.854276 0.854187 0.853508 0.845038 0.797544 0.595584 0.311136 0.220977 0.210881 0.209553 0.216331 0.238390 0.287192 0.321669 0.309941 0.262304 0.226105 0.212395 0.208943 0.207308 0.207677 
0.206485 0.206862 0.205964 0.206435 0.206176 0.207041 0.206339 0.207076 0.208072 0.211893 0.215220 0.221577 0.225472 0.226021 0.220614 0.215857 0.211252 0.209075 0.207606 0.208130 0.207728 0.208572 0.208456 0.209405 0.209303 0.210131 0.209556 0.210418 0.210316 0.211798 0.212250 0.213249 0.213137 0.214270 0.213818 0.214783 0.214482 0.214552 0.212353 0.211996 0.210439 0.214428 0.247124 0.431396 0.754719 0.846254 0.853060 0.855500 0.854440 0.854973 0.854492 0.852130 0.832026 0.691734 0.351551 0.226638 0.211414 0.209993 0.211435 0.214490 0.219973 0.230615 0.241427 0.245063 0.236716 0.226156 0.219084 0.218960 0.223603 0.233307 0.238437 0.234890 0.224599 0.218059 0.213756 0.212858 0.211609 0.211908 0.211011 0.211526 0.210770 0.211090 0.209949 0.210209 0.209496 0.209946 0.209553 0.212097 0.224082 0.280734 0.428796 0.616798 0.714853 0.745510 0.742293 0.707071 0.594763 0.405703 0.266750 0.220740 0.209700 0.212203 0.234706 0.389953 0.721878 0.839974 0.854958 0.859510 0.858206 0.859268 0.854201 0.836098 0.705098 0.372585 0.231697 0.212664 0.208791 0.210607 0.212045 0.217621 0.222498 0.225572 0.223594 0.221946 0.217210 0.213900 0.209751 0.208105 
0.208828 0.208217 0.207228 0.207756 0.206504 0.206921 0.207061 0.210797 0.218582 0.242110 0.284572 0.331659 0.355795 0.351901 0.318808 0.273918 0.235786 0.218018 0.210172 0.208728 0.207771 0.208664 0.208122 0.209138 0.208699 0.209898 0.209925 0.211148 0.210761 0.211472 0.210617 0.211886 0.211578 0.212636 0.212222 0.212854 0.211352 0.211545 0.210089 0.210020 0.208314 0.212892 0.247908 0.436266 0.757164 0.845271 0.850675 0.853059 0.851856 0.852875 0.851650 0.848660 0.811058 0.620792 0.314570 0.220572 0.209802 0.209406 0.212698 0.226631 0.267686 0.340443 0.399531 0.415661 0.377348 0.307349 0.245640 0.221302 0.215391 0.216126 0.216136 0.216710 0.214933 0.214062 0.212802 0.213465 0.212816 0.213189 0.212312 0.212450 0.211295 0.211601 0.210821 0.211196 0.210042 0.210434 0.210426 0.217706 0.263288 0.443311 0.692516 0.807213 0.837714 0.846065 0.844894 0.835696 0.796704 0.665982 0.405361 0.252727 0.215490 0.214692 0.241975 0.416967 0.744456 0.846152 0.854825 0.857952 0.856269 0.857802 0.854370 0.843610 0.732847 0.398066 0.236412 0.212838 0.208735 0.210296 0.211018 0.217717 0.230538 0.260312 0.293351 0.307999 0.287923 0.252726 0.224635 0.213585 
0.213118 0.208352 0.206243 0.206551 0.206139 0.207778 0.210714 0.227849 0.280992 0.392727 0.535847 0.649922 0.695139 0.689524 0.624468 0.501726 0.365917 0.270174 0.224217 0.211467 0.207915 0.208433 0.208210 0.209424 0.209266 0.210358 0.209710 0.210672 0.210246 0.211629 0.211619 0.212464 0.211809 0.212662 0.211632 0.212289 0.211254 0.211437 0.209344 0.209281 0.207673 0.212193 0.245116 0.428564 0.753749 0.845230 0.851159 0.853973 0.852263 0.853358 0.850531 0.840238 0.752676 0.477187 0.263792 0.214263 0.208223 0.211063 0.223384 0.284301 0.450270 0.645229 0.730233 0.744001 0.701886 0.563467 0.357610 0.247167 0.217713 0.213384 0.212075 0.212681 0.212569 0.214511 0.215187 0.216397 0.215316 0.214945 0.212714 0.212564 0.211466 0.211631 0.210425 0.210526 0.209973 0.210228 0.212163 0.227476 0.334056 0.636100 0.809927 0.848144 0.853849 0.855351 0.854515 0.854042 0.845601 0.798728 0.597661 0.314393 0.221961 0.214572 0.235859 0.395186 0.726088 0.841536 0.855330 0.859860 0.858362 0.859810 0.855164 0.840347 0.719001 0.384939 0.234449 0.213294 0.208993 0.211218 0.216339 0.245053 0.322689 0.450147 0.565394 0.608569 0.556029 0.435983 0.311009 0.238553 
